description,original_price,discount,reviews,ratings,sale,soldout,product_price
Vivo Dua Jacket - Hunters Green,,,No reviews,0.00,,Available,"KSh3,550.00"
Vivo Basic Sleeveless Sweater Waterfall - Mustard,,,1 review,4.00,,Available,"KSh2,950.00"
African Yuva Nasimiyu Coat Kimono - Black,,,No reviews,0.00,,Available,"KSh6,799.00"
TexStyle Turtleneck Poncho - Mustard,,,No reviews,0.00,,Sold out,"KSh4,200.00"
Nika Bonica Pansy Kimono - Buttermilk / Rust Print,,,No reviews,0.00,,Available,"KSh3,950.00"
TexStyle Turtleneck Poncho - Rust,,,No reviews,0.00,,Available,"KSh4,200.00"
TexStyle Drop Shoulder Top - Green,,,No reviews,0.00,,Available,"KSh3,800.00"
Carole Kinoti Blanketi Collection Fleece Big Daddy Pull Neck - Dark Green,,,No reviews,0.00,,Available,"KSh8,000.00"
Agoza Fashion Sheba Collarless Jacket - Navy Blue,,,No reviews,0.00,,Available,"KSh28,842.00"
Agoza Fashion Sheba Racer Jacket - Navy Blue,,,No reviews,0.00,,Available,"KSh28,842.00"
Agoza Fashion Sheba Biker Jacket - Black,,,No reviews,0.00,,Available,"KSh28,842.00"
