description,original_price,discount,reviews,ratings,sale,soldout,product_price
Xara Gems Trio Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,500.00"
Afrodame Floral Cashmere Scarf - Orange,,,No reviews,0.00,,Available,"KSh2,500.00"
Afrodame Floral Cashmere Scarf - Green,,,No reviews,0.00,,Available,"KSh2,500.00"
Xara Gems Tawi Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,600.00"
Jeilo Ida Handbag - Black,"KSh19,500.00",31,No reviews,0.00,Sale,Available,"KSh19,500.00"
Lizola Maggie Belt - Brown,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Love Belt - Black,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Maribel Belt - Black,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Pesh Slim Belt - Purple,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Ajabu Belt - Red,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Ajabu Belt - Brown,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Ajabu Belt - Black,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lizola Atieno Slim Belt - Gold,"KSh1,800.00",61,No reviews,0.00,Sale,Available,"KSh1,800.00"
Xara Gems Dance Necklace - Orange,,,No reviews,0.00,,Available,"KSh1,500.00"
Xara Gems Dance Necklace - Purple,,,No reviews,0.00,,Available,"KSh1,500.00"
Xara Gems Zahra Layered Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh2,000.00"
Xara Gems Miyale Necklace - Gold,,,No reviews,0.00,,Available,"KSh1,550.00"
Xara Gems Yalama Necklace - White,,,No reviews,0.00,,Available,"KSh2,000.00"
Xara Gems Floating pendant Necklace - Brown,,,No reviews,0.00,,Available,"KSh1,150.00"
Xara Gems Glamour Necklace - White,,,No reviews,0.00,,Available,"KSh1,200.00"
Xara Gems Double O Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,280.00"
Xara Gems Amor Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh2,000.00"
Xara Gems Yoga Necklace - White,,,No reviews,0.00,,Available,"KSh1,550.00"
Xara Gems Fave Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,300.00"
Xara Gems Twin Pearl Necklace - White,,,No reviews,0.00,,Available,"KSh1,200.00"
Xara Gems Floating Pearl Necklace - White,,,No reviews,0.00,,Available,"KSh1,250.00"
Xara Gems Chapters Necklace - Purple,,,No reviews,0.00,,Available,"KSh1,550.00"
Xara Gems Kiota Rose Quartz Earrings - Pink,,,No reviews,0.00,,Available,"KSh1,440.00"
Xara Gems Juba Gold Stone Earrings - Brown,,,No reviews,0.00,,Available,KSh780.00
Xara Gems Sema Hematite Earrings - Black,,,No reviews,0.00,,Available,"KSh1,500.00"
Xara Gems Tia Agate Necklace - Gold,,,No reviews,0.00,,Available,"KSh3,000.00"
Xara Gems Dinka Inspired Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,500.00"
Xara Gems Maya Ethnic Chic Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,260.00"
Xara Gems Chunky Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,250.00"
Xara Gems Wow Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,500.00"
Xara Gems Zidi Earrings - Multicolored,,,No reviews,0.00,,Available,KSh800.00
Xara Gems Avi Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,600.00"
Xara Gems Kani Necklace - Multicolored,,,No reviews,0.00,,Available,"KSh1,800.00"
Xara Gems Tassel Beaded Earrings - Multicolored,,,No reviews,0.00,,Available,KSh750.00
Slaks World Fashion Large Office Handbag - Black,"KSh11,650.00",25,No reviews,0.00,Sale,Available,"KSh11,650.00"
Slaks World Fashion Medium Size Saddle Bag - Black,"KSh4,995.00",25,No reviews,0.00,Sale,Available,"KSh4,995.00"
Slaks World Fashion Medium Size Kelly Bag - Blue,"KSh5,700.00",25,No reviews,0.00,Sale,Available,"KSh5,700.00"
Slaks World Fashion Medium Size Messenger Bag - Maroon,"KSh5,850.00",25,No reviews,0.00,Sale,Available,"KSh5,850.00"
Slaks World Fashion Medium Size Kelly Bag - White,"KSh5,700.00",25,No reviews,0.00,Sale,Available,"KSh5,700.00"
Slaks World Fashion Medium Size Casual Messenger Bag - White,"KSh4,850.00",25,No reviews,0.00,Sale,Available,"KSh4,850.00"
Slaks World Fashion Medium Size Kelly Bag - Beige,"KSh5,700.00",25,No reviews,0.00,Sale,Available,"KSh5,700.00"
Slaks World Fashion Medium Size Baguette Bag - Brown,"KSh4,750.00",25,No reviews,0.00,Sale,Available,"KSh4,750.00"
Slaks World Fashion Medium Size Crossbody Bag - Cream,"KSh4,900.00",25,No reviews,0.00,Sale,Available,"KSh4,900.00"
Slaks World Fashion Medium Size Casual Satchel Bag - Lime Green,"KSh4,700.00",25,No reviews,0.00,Sale,Available,"KSh4,700.00"
Klewisia Closet Ceramic Mix Necklace Beads Jewellery - Brown,"KSh4,500.00",53,No reviews,0.00,Sale,Available,"KSh4,500.00"
